ID,Location_Code,province,amphur,district,zip
368,140304,พระนครศรีอยุธยา,นครหลวง,บ้านชุ้ง,13260
369,140305,พระนครศรีอยุธยา,นครหลวง,ปากจั่น,13260
370,140306,พระนครศรีอยุธยา,นครหลวง,บางระกำ,13260
371,140307,พระนครศรีอยุธยา,นครหลวง,บางพระครู,13260
372,140308,พระนครศรีอยุธยา,นครหลวง,แม่ลา,13260
373,140309,พระนครศรีอยุธยา,นครหลวง,หนองปลิง,13260
374,140310,พระนครศรีอยุธยา,นครหลวง,คลองสะแก,13260
375,140311,พระนครศรีอยุธยา,นครหลวง,สามไถ,13260
376,140312,พระนครศรีอยุธยา,นครหลวง,พระนอน,13260
377,140401,พระนครศรีอยุธยา,บางไทร,บางไทร,13190
378,140402,พระนครศรีอยุธยา,บางไทร,บางพลี,13190
379,140403,พระนครศรีอยุธยา,บางไทร,สนามชัย,13190
380,140404,พระนครศรีอยุธยา,บางไทร,บ้านแป้ง,13190
381,140405,พระนครศรีอยุธยา,บางไทร,หน้าไม้,13190
382,140406,พระนครศรีอยุธยา,บางไทร,บางยี่โท,13190
383,140407,พระนครศรีอยุธยา,บางไทร,แคออก,13190
384,140408,พระนครศรีอยุธยา,บางไทร,แคตก,13190
385,140409,พระนครศรีอยุธยา,บางไทร,ช่างเหล็ก,13190
386,140410,พระนครศรีอยุธยา,บางไทร,กระแชง,13190
387,140411,พระนครศรีอยุธยา,บางไทร,บ้านกลึง,13190
388,140412,พระนครศรีอยุธยา,บางไทร,ช้างน้อย,13190
389,140413,พระนครศรีอยุธยา,บางไทร,ห่อหมก,13190
390,140414,พระนครศรีอยุธยา,บางไทร,ไผ่พระ,13190
391,140415,พระนครศรีอยุธยา,บางไทร,กกแก้วบูรพา,13190
392,140416,พระนครศรีอยุธยา,บางไทร,ไม้ตรา,13190
393,140417,พระนครศรีอยุธยา,บางไทร,บ้านม้า,13190
394,140418,พระนครศรีอยุธยา,บางไทร,บ้านเกาะ,13190
395,140419,พระนครศรีอยุธยา,บางไทร,ราชคราม,13290
396,140420,พระนครศรีอยุธยา,บางไทร,ช้างใหญ่,13290
397,140421,พระนครศรีอยุธยา,บางไทร,โพแตง,13290
398,140422,พระนครศรีอยุธยา,บางไทร,เชียงรากน้อย,13290
399,140423,พระนครศรีอยุธยา,บางไทร,โคกช้าง,13190
400,140501,พระนครศรีอยุธยา,บางบาล,บางบาล,13250
401,140502,พระนครศรีอยุธยา,บางบาล,วัดยม,13250
402,140503,พระนครศรีอยุธยา,บางบาล,ไทรน้อย,13250
403,140504,พระนครศรีอยุธยา,บางบาล,สะพานไทย,13250
404,140505,พระนครศรีอยุธยา,บางบาล,มหาพราหมณ์,13250
405,140506,พระนครศรีอยุธยา,บางบาล,กบเจา,13250
406,140507,พระนครศรีอยุธยา,บางบาล,บ้านคลัง,13250
407,140508,พระนครศรีอยุธยา,บางบาล,พระขาว,13250
408,140509,พระนครศรีอยุธยา,บางบาล,น้ำเต้า,13250
409,140510,พระนครศรีอยุธยา,บางบาล,ทางช้าง,13250
410,140511,พระนครศรีอยุธยา,บางบาล,วัดตะกู,13250
411,140512,พระนครศรีอยุธยา,บางบาล,บางหลวง,13250
412,140513,พระนครศรีอยุธยา,บางบาล,บางหลวงโดด,13250
413,140514,พระนครศรีอยุธยา,บางบาล,บางหัก,13250
414,140515,พระนครศรีอยุธยา,บางบาล,บางชะนี,13250
415,140516,พระนครศรีอยุธยา,บางบาล,บ้านกุ่ม,13250
416,140601,พระนครศรีอยุธยา,บางปะอิน,บ้านเลน,13160
417,140602,พระนครศรีอยุธยา,บางปะอิน,เชียงรากน้อย,13180
418,140603,พระนครศรีอยุธยา,บางปะอิน,บ้านโพ,13160
419,140604,พระนครศรีอยุธยา,บางปะอิน,บ้านกรด,13160
420,140605,พระนครศรีอยุธยา,บางปะอิน,บางกระสั้น,13160
421,140606,พระนครศรีอยุธยา,บางปะอิน,คลองจิก,13160
422,140607,พระนครศรีอยุธยา,บางปะอิน,บ้านหว้า,13160
423,140608,พระนครศรีอยุธยา,บางปะอิน,วัดยม,13160
424,140609,พระนครศรีอยุธยา,บางปะอิน,บางประแดง,13160
425,140610,พระนครศรีอยุธยา,บางปะอิน,สามเรือน,13160
426,140611,พระนครศรีอยุธยา,บางปะอิน,เกาะเกิด,13160
